ip_address,email_address,EVENT_TIMESTAMP,EVENT_LABEL
200.49.60.192,fake_plogan@example.org,2019-08-07 14:31:00,legit
126.47.78.97,fake_dana37@example.net,2019-08-07 15:05:00,legit
61.246.202.105,fake_reedcurtis@example.net,2019-08-07 15:10:00,legit
66.212.184.142,fake_kylegallagher@example.org,2019-08-07 15:16:00,legit
131.155.202.56,fake_leslie89@example.org,2019-08-07 15:19:00,legit
218.38.7.58,fake_morgantracy@example.com,2019-08-07 16:20:00,legit
174.183.12.84,fake_shawkelly@example.org,2019-08-07 16:30:00,legit
210.200.143.131,fake_allen57@example.org,2019-08-07 16:41:00,legit
173.241.211.138,fake_amy32@example.net,2019-08-07 16:43:00,legit
223.40.67.12,fake_zacharypitts@example.org,2019-08-07 17:45:00,legit
59.140.191.21,fake_ylopez@example.com,2019-08-07 18:01:00,legit
89.184.149.46,fake_swong@example.com,2019-08-07 18:06:00,legit
50.246.191.3,fake_kylegallagher@example.org,2019-08-07 18:11:00,legit
160.226.182.210,fake_qhiggins@example.org,2019-08-07 18:13:00,legit
80.139.234.87,fake_stewarttravis@example.com,2019-08-07 18:23:00,legit
178.65.38.40,fake_gilbertvictoria@example.com,2019-08-07 18:39:00,legit
201.135.223.239,fake_jessehowe@example.com,2019-08-07 19:07:00,legit
13.165.79.60,fake_jeffrey09@example.org,2019-08-07 19:49:00,legit
171.162.34.201,fake_margaretowens@example.org,2019-08-07 20:23:00,legit
59.197.127.226,fake_kstevens@example.org,2019-08-07 21:23:00,fraud
222.130.170.141,fake_christina64@example.org,2019-08-07 21:46:00,legit
148.55.236.214,fake_morrissarah@example.org,2019-08-07 22:48:00,legit
177.254.96.215,fake_qstone@example.com,2019-08-08 00:01:00,legit
62.65.182.78,fake_slewis@example.com,2019-08-08 00:01:00,legit
142.155.26.227,fake_joseph66@example.org,2019-08-08 00:22:00,legit
176.253.129.24,fake_brooke66@example.org,2019-08-08 00:34:00,legit
163.34.126.75,fake_robinsoncarol@example.net,2019-08-08 00:40:00,legit
14.185.169.211,fake_peter81@example.org,2019-08-08 01:32:00,legit
131.50.199.206,fake_joshuacummings@example.org,2019-08-08 02:20:00,legit
10.18.37.35,fake_jefferyklein@example.net,2019-08-08 03:07:00,legit
211.58.87.170,fake_staceywilson@example.net,2019-08-08 03:14:00,legit
124.199.26.246,fake_cindy08@example.net,2019-08-08 03:53:00,legit
74.115.118.43,fake_greengeorge@example.com,2019-08-08 04:45:00,legit
126.157.135.240,fake_jacobcook@example.net,2019-08-08 04:53:00,legit
52.141.175.135,fake_dana37@example.net,2019-08-08 05:29:00,legit
161.217.237.180,fake_crawfordkimberly@example.net,2019-08-08 05:29:00,fraud
213.205.47.137,fake_allenmegan@example.net,2019-08-08 06:04:00,legit
141.98.178.107,fake_charles78@example.net,2019-08-08 06:37:00,legit
31.247.196.114,fake_joelchase@example.com,2019-08-08 06:52:00,legit
35.13.58.190,fake_armstrongstephanie@example.org,2019-08-08 07:23:00,legit
216.71.121.134,fake_david54@example.org,2019-08-08 07:23:00,legit
17.147.41.145,fake_pittmangabriel@example.net,2019-08-08 07:28:00,legit
74.133.15.41,fake_margaretowens@example.org,2019-08-08 08:43:00,legit
141.68.66.185,fake_nnoble@example.org,2019-08-08 09:31:00,legit
13.201.40.178,fake_qlewis@example.org,2019-08-08 09:56:00,legit
34.50.44.3,fake_caleb89@example.net,2019-08-08 10:01:00,legit
222.127.65.26,fake_terri64@example.net,2019-08-08 10:02:00,fraud
192.91.254.160,fake_nicholasgregory@example.org,2019-08-08 10:09:00,legit
97.124.221.77,fake_mgarcia@example.net,2019-08-08 10:09:00,legit
121.165.133.38,fake_carriegarcia@example.org,2019-08-08 10:17:00,legit
50.246.191.3,fake_dtaylor@example.net,2019-08-08 10:27:00,legit
16.20.231.240,fake_bakerjessica@example.net,2019-08-08 11:16:00,legit
30.252.183.216,fake_cassidy15@example.org,2019-08-08 11:21:00,legit
163.34.126.75,fake_nathan47@example.org,2019-08-08 11:37:00,legit
48.131.239.128,fake_victoria52@example.net,2019-08-08 11:54:00,legit
172.9.215.201,fake_gregorybailey@example.net,2019-08-08 12:48:00,fraud
178.234.124.127,fake_christine83@example.com,2019-08-08 12:53:00,legit
115.108.150.61,fake_thamilton@example.org,2019-08-08 13:16:00,legit
174.55.153.17,fake_elizabethmoody@example.net,2019-08-08 13:29:00,legit
152.58.247.12,fake_amy32@example.net,2019-08-08 13:51:00,legit
94.84.253.142,fake_xschneider@example.net,2019-08-08 14:29:00,legit
16.111.237.247,fake_valdezstephen@example.com,2019-08-08 14:44:00,fraud
145.31.29.230,fake_brianjoseph@example.net,2019-08-08 15:19:00,legit
20.223.19.30,fake_cookjohnny@example.org,2019-08-08 15:24:00,legit
27.42.250.130,fake_johnchambers@example.com,2019-08-08 15:36:00,legit
158.244.39.176,fake_geraldwilliams@example.net,2019-08-08 16:44:00,legit
153.147.29.37,fake_hurstzoe@example.org,2019-08-08 18:56:00,legit
203.60.218.122,fake_davismiguel@example.com,2019-08-08 19:09:00,legit
176.6.63.169,fake_helen75@example.org,2019-08-08 19:52:00,fraud
161.25.96.133,fake_grant08@example.org,2019-08-08 21:06:00,legit
217.0.199.53,fake_kylegallagher@example.org,2019-08-08 21:49:00,legit
148.55.236.214,fake_ohaynes@example.org,2019-08-08 21:55:00,legit
35.242.184.165,fake_marygraham@example.net,2019-08-08 22:21:00,legit
95.44.19.192,fake_ybutler@example.net,2019-08-08 22:23:00,legit
162.241.156.206,fake_matthew12@example.net,2019-08-08 23:09:00,legit
166.159.165.119,fake_nmartinez@example.org,2019-08-08 23:12:00,legit
106.83.150.164,fake_olsensamantha@example.com,2019-08-09 00:05:00,legit
216.71.121.134,fake_shannon65@example.org,2019-08-09 00:07:00,legit
162.29.105.37,fake_tabitha72@example.com,2019-08-09 01:30:00,legit
108.51.232.130,fake_benjamincarroll@example.com,2019-08-09 01:34:00,legit
57.26.154.62,fake_markbeck@example.org,2019-08-09 02:02:00,legit
221.88.17.160,fake_williamsthomas@example.org,2019-08-09 02:19:00,legit
60.195.6.214,fake_joshuawilliams@example.com,2019-08-09 02:25:00,legit
20.202.25.188,fake_jacksonamber@example.net,2019-08-09 02:57:00,legit
106.83.150.164,fake_williamsjoshua@example.com,2019-08-09 03:09:00,legit
76.191.255.240,fake_benjamincarroll@example.com,2019-08-09 03:24:00,legit
96.65.238.191,fake_angelashaw@example.org,2019-08-09 03:31:00,legit
89.184.149.46,fake_patricia49@example.net,2019-08-09 05:41:00,legit
121.110.225.61,fake_tammybanks@example.net,2019-08-09 05:46:00,legit
169.113.77.226,fake_xschneider@example.net,2019-08-09 06:08:00,legit
58.29.132.96,fake_lisa23@example.org,2019-08-09 06:40:00,legit
83.177.133.184,fake_dorothychavez@example.net,2019-08-09 07:39:00,legit
148.55.236.214,fake_xmoran@example.net,2019-08-09 07:57:00,legit
74.133.15.41,fake_burtonmitchell@example.com,2019-08-09 08:00:00,legit
10.142.133.244,fake_nathan47@example.org,2019-08-09 08:35:00,legit
66.12.220.53,fake_pruittkyle@example.org,2019-08-09 08:56:00,legit
133.158.4.252,fake_lisawhite@example.net,2019-08-09 09:15:00,legit
192.91.254.160,fake_yoderjason@example.com,2019-08-09 09:29:00,legit
158.11.143.228,fake_erosales@example.com,2019-08-09 10:10:00,legit
221.155.102.85,fake_andrewpacheco@example.org,2019-08-09 10:20:00,legit
213.205.47.137,fake_angelashaw@example.org,2019-08-09 10:21:00,legit
212.78.231.255,fake_danielshenry@example.org,2019-08-09 12:25:00,legit
190.100.91.212,fake_acameron@example.com,2019-08-09 12:42:00,legit
195.68.177.225,fake_lmiller@example.org,2019-08-09 12:56:00,fraud
48.26.242.178,fake_boydkiara@example.com,2019-08-09 13:00:00,legit
162.241.156.206,fake_codywalker@example.com,2019-08-09 13:58:00,legit
171.121.15.33,fake_timothy43@example.org,2019-08-09 14:02:00,fraud
198.181.236.192,fake_martinezdana@example.com,2019-08-09 14:13:00,legit
176.241.133.53,fake_kerryhill@example.org,2019-08-09 14:20:00,fraud
136.13.200.109,fake_ustephens@example.org,2019-08-09 14:43:00,legit
140.129.63.168,fake_owenskara@example.com,2019-08-09 14:47:00,legit
10.142.133.244,fake_joseph40@example.com,2019-08-09 14:58:00,legit
14.185.169.211,fake_john94@example.net,2019-08-09 15:32:00,legit
3.86.113.1,fake_griley@example.com,2019-08-09 15:50:00,legit
20.76.140.150,fake_dale99@example.net,2019-08-09 16:11:00,legit
209.75.47.8,fake_ronaldnelson@example.org,2019-08-09 17:54:00,legit
109.158.122.73,fake_thomasjacob@example.com,2019-08-09 18:11:00,legit
193.109.22.110,fake_susan29@example.org,2019-08-09 18:46:00,legit
207.16.170.106,fake_rlee@example.com,2019-08-09 18:53:00,legit
56.74.5.244,fake_knewman@example.net,2019-08-09 20:11:00,legit
167.6.100.21,fake_eric74@example.net,2019-08-09 20:20:00,legit
91.25.144.227,fake_tiffanypalmer@example.net,2019-08-09 20:21:00,legit
55.118.55.119,fake_leblancemily@example.com,2019-08-09 20:37:00,legit
45.109.194.210,fake_reynoldsthomas@example.org,2019-08-09 20:43:00,legit
204.48.100.59,fake_cookemelody@example.net,2019-08-09 21:37:00,legit
1.39.99.125,fake_peckanthony@example.net,2019-08-09 22:11:00,legit
81.70.197.126,fake_myerslaurie@example.com,2019-08-09 22:52:00,legit
217.0.199.53,fake_rickyramirez@example.org,2019-08-09 22:58:00,legit
19.64.5.73,fake_apitts@example.com,2019-08-09 23:08:00,legit
192.178.80.0,fake_marygraham@example.net,2019-08-10 00:52:00,fraud
222.130.170.141,fake_matthewbrock@example.org,2019-08-10 01:18:00,legit
122.219.222.103,fake_wendythomas@example.com,2019-08-10 01:51:00,legit
37.236.210.209,fake_amanda47@example.com,2019-08-10 02:33:00,legit
29.94.204.130,fake_zsnyder@example.com,2019-08-10 02:37:00,legit
43.60.201.214,fake_ikrueger@example.com,2019-08-10 03:36:00,legit
223.40.67.12,fake_davisanthony@example.org,2019-08-10 03:44:00,legit
50.246.191.3,fake_nicole72@example.org,2019-08-10 05:15:00,legit
32.236.186.236,fake_jaimevaldez@example.com,2019-08-10 06:02:00,legit
69.30.133.133,fake_wendythomas@example.com,2019-08-10 06:03:00,fraud
13.157.73.142,fake_thomasdanielle@example.org,2019-08-10 06:04:00,legit
70.21.101.181,fake_traci14@example.net,2019-08-10 06:43:00,legit
70.88.124.248,fake_amandahicks@example.com,2019-08-10 07:33:00,legit
114.205.232.6,fake_ifarley@example.com,2019-08-10 07:58:00,legit
209.225.244.95,fake_michellejames@example.org,2019-08-10 08:12:00,legit
119.100.154.46,fake_diazjennifer@example.net,2019-08-10 08:42:00,legit
92.1.138.12,fake_oyoung@example.com,2019-08-10 08:43:00,legit
1.67.216.105,fake_joshuaelliott@example.org,2019-08-10 08:55:00,legit
31.124.65.234,fake_mbaldwin@example.com,2019-08-10 08:58:00,legit
197.190.74.175,fake_jenniferthomas@example.com,2019-08-10 09:01:00,legit
62.65.182.78,fake_bowmanjulie@example.com,2019-08-10 10:45:00,legit
112.227.15.200,fake_cberger@example.com,2019-08-10 11:45:00,legit
66.12.220.53,fake_swong@example.com,2019-08-10 12:21:00,legit
12.252.206.222,fake_nathan47@example.org,2019-08-10 13:07:00,legit
154.129.151.166,fake_evan89@example.org,2019-08-10 14:22:00,legit
88.178.193.207,fake_terri64@example.net,2019-08-10 14:27:00,legit
118.241.107.13,fake_kevin73@example.com,2019-08-10 14:39:00,legit
116.132.151.246,fake_marshdalton@example.com,2019-08-10 17:11:00,legit
172.223.225.65,fake_bellvanessa@example.net,2019-08-10 17:43:00,legit
3.159.187.200,fake_jschneider@example.org,2019-08-10 17:45:00,legit
216.71.121.134,fake_matthew12@example.net,2019-08-10 18:03:00,legit
59.140.191.21,fake_mariosnyder@example.org,2019-08-10 18:03:00,legit
32.161.168.14,fake_nnoble@example.org,2019-08-10 19:11:00,legit
61.98.151.37,fake_walterhernandez@example.org,2019-08-10 19:31:00,legit
25.211.157.147,fake_nathan47@example.org,2019-08-10 19:58:00,legit
121.110.225.61,fake_tammybanks@example.net,2019-08-10 20:01:00,legit
128.228.138.186,fake_pbell@example.net,2019-08-10 20:50:00,legit
81.62.114.93,fake_ylopez@example.com,2019-08-10 21:32:00,legit
80.92.181.255,fake_dtaylor@example.net,2019-08-10 21:36:00,legit
45.109.194.210,fake_patrickperry@example.org,2019-08-10 21:44:00,legit
24.131.175.80,fake_jason25@example.org,2019-08-10 22:21:00,legit
141.68.66.185,fake_patriciamitchell@example.com,2019-08-10 22:31:00,legit
29.94.204.130,fake_shawnwillis@example.com,2019-08-10 22:50:00,legit
12.252.206.222,fake_douglas80@example.net,2019-08-10 23:23:00,legit
158.209.20.220,fake_iwade@example.org,2019-08-10 23:37:00,legit
195.130.18.24,fake_velasquezjonathan@example.com,2019-08-11 00:01:00,legit
12.252.206.222,fake_xcoleman@example.net,2019-08-11 00:43:00,legit
115.108.150.61,fake_david54@example.org,2019-08-11 00:56:00,legit
50.246.191.3,fake_lawrencelaura@example.net,2019-08-11 00:59:00,legit
19.64.5.73,fake_jonathananderson@example.net,2019-08-11 01:27:00,legit
33.224.61.140,fake_callahanjames@example.com,2019-08-11 01:55:00,legit
203.55.194.145,fake_cherylharris@example.com,2019-08-11 02:49:00,legit
76.191.255.240,fake_ariana39@example.com,2019-08-11 02:49:00,legit
217.0.199.53,fake_matthewbrock@example.org,2019-08-11 03:12:00,legit
189.187.78.61,fake_mariosnyder@example.org,2019-08-11 03:27:00,fraud
6.190.86.47,fake_thomasjacob@example.com,2019-08-11 03:33:00,legit
54.159.243.46,fake_emorales@example.org,2019-08-11 04:21:00,fraud
155.10.167.93,fake_yrodriguez@example.org,2019-08-11 04:49:00,legit
195.4.154.235,fake_jschneider@example.org,2019-08-11 05:31:00,legit
221.155.102.85,fake_mlynch@example.com,2019-08-11 05:32:00,legit
131.61.26.162,fake_tiffany30@example.net,2019-08-11 06:26:00,legit
123.94.121.60,fake_lauraroth@example.com,2019-08-11 06:34:00,legit
74.133.15.41,fake_qlewis@example.org,2019-08-11 07:44:00,legit
14.185.169.211,fake_jonathan08@example.net,2019-08-11 07:57:00,legit
33.224.61.140,fake_thomasjacob@example.com,2019-08-11 08:09:00,legit
87.252.189.227,fake_vincent01@example.net,2019-08-11 08:18:00,legit
3.86.113.1,fake_brendansweeney@example.net,2019-08-11 09:30:00,legit
107.237.127.144,fake_michellegarcia@example.com,2019-08-11 10:11:00,legit
76.191.255.240,fake_jonathanbarnett@example.com,2019-08-11 10:29:00,legit
154.129.151.166,fake_ysmith@example.com,2019-08-11 12:09:00,legit
153.105.233.86,fake_nathan47@example.org,2019-08-11 12:11:00,legit
217.0.199.53,fake_mlynch@example.com,2019-08-11 12:32:00,legit
3.86.113.1,fake_carrfrancisco@example.net,2019-08-11 12:46:00,legit
144.200.3.13,fake_radkins@example.net,2019-08-11 12:56:00,legit
141.98.178.107,fake_gloria11@example.org,2019-08-11 13:19:00,legit
63.166.190.80,fake_bradley65@example.org,2019-08-11 13:59:00,legit
140.9.84.88,fake_bvillarreal@example.net,2019-08-11 14:01:00,fraud
19.64.5.73,fake_pjones@example.com,2019-08-11 14:09:00,legit
152.148.151.39,fake_boydkiara@example.com,2019-08-11 14:52:00,legit
203.54.230.254,fake_rlee@example.com,2019-08-11 15:17:00,legit
101.217.74.233,fake_danielcline@example.org,2019-08-11 15:35:00,legit
88.178.193.207,fake_parsonsheather@example.com,2019-08-11 16:15:00,legit
184.208.86.48,fake_marygraham@example.net,2019-08-11 17:11:00,legit
14.152.164.126,fake_katrina69@example.org,2019-08-11 17:27:00,legit
3.159.187.200,fake_shawnwillis@example.com,2019-08-11 18:22:00,legit
81.62.114.93,fake_brendansweeney@example.net,2019-08-11 19:30:00,legit
139.54.232.245,fake_kaitlyn26@example.net,2019-08-11 19:34:00,fraud
158.11.143.228,fake_kmiller@example.net,2019-08-11 20:36:00,legit
36.183.187.110,fake_bernardcorey@example.net,2019-08-11 20:41:00,legit
163.34.126.75,fake_shawnwillis@example.com,2019-08-11 21:38:00,legit
2.104.241.95,fake_amywhite@example.org,2019-08-11 21:43:00,legit
217.129.55.45,fake_frostmichael@example.com,2019-08-11 22:00:00,legit
23.254.222.77,fake_chaserobert@example.com,2019-08-11 22:07:00,legit
97.124.221.77,fake_allenthomas@example.com,2019-08-11 23:09:00,legit
110.122.149.148,fake_dale07@example.org,2019-08-11 23:46:00,legit
46.41.252.160,fake_williamsjoshua@example.com,2019-08-12 00:15:00,legit
9.231.50.31,fake_ndelgado@example.org,2019-08-12 00:36:00,legit
36.183.187.110,fake_tammybanks@example.net,2019-08-12 00:36:00,legit
175.182.49.223,fake_sromero@example.net,2019-08-12 01:07:00,legit
15.152.71.113,fake_brianreilly@example.com,2019-08-12 01:35:00,legit
43.113.41.27,fake_jodihuff@example.org,2019-08-12 02:02:00,legit
178.194.133.91,fake_diana33@example.org,2019-08-12 02:20:00,legit
216.71.121.134,fake_crawfordkimberly@example.net,2019-08-12 02:55:00,legit
217.129.55.45,fake_austin15@example.com,2019-08-12 03:21:00,legit
153.147.29.37,fake_diana59@example.net,2019-08-12 03:23:00,legit
86.133.170.219,fake_spencerpatrick@example.com,2019-08-12 03:26:00,legit
30.39.28.42,fake_eric08@example.net,2019-08-12 03:47:00,legit
145.31.29.230,fake_allenclark@example.com,2019-08-12 04:04:00,legit
50.197.21.69,fake_millerbetty@example.net,2019-08-12 04:25:00,legit
78.85.215.194,fake_chelsea98@example.com,2019-08-12 04:29:00,legit
197.224.132.37,fake_pittmangabriel@example.net,2019-08-12 05:12:00,legit
9.23.196.25,fake_fryjason@example.net,2019-08-12 05:36:00,legit
203.60.218.122,fake_evan89@example.org,2019-08-12 05:52:00,legit
20.76.140.150,fake_holtjackie@example.com,2019-08-12 06:52:00,legit
198.223.24.11,fake_zhardy@example.net,2019-08-12 07:09:00,legit
141.68.66.185,fake_derekschmidt@example.org,2019-08-12 07:17:00,legit
35.242.184.165,fake_burtonmitchell@example.com,2019-08-12 08:07:00,legit
11.222.213.194,fake_ngood@example.com,2019-08-12 09:04:00,legit
192.91.254.160,fake_bradley65@example.org,2019-08-12 09:39:00,legit
55.144.167.147,fake_grayteresa@example.org,2019-08-12 09:45:00,legit
165.48.231.115,fake_angelawilson@example.org,2019-08-12 11:05:00,legit
162.241.156.206,fake_brooke34@example.net,2019-08-12 11:14:00,legit
14.215.192.162,fake_sbrooks@example.com,2019-08-12 11:40:00,legit
81.232.57.231,fake_amanda78@example.net,2019-08-12 12:32:00,legit
81.62.114.93,fake_vdunn@example.com,2019-08-12 13:00:00,legit
191.246.116.203,fake_fferguson@example.net,2019-08-12 13:14:00,legit
142.170.41.194,fake_nnoble@example.org,2019-08-12 13:16:00,legit
124.199.26.246,fake_howens@example.net,2019-08-12 13:31:00,legit
204.48.100.59,fake_tiffany22@example.com,2019-08-12 13:46:00,legit
157.97.223.250,fake_joelchase@example.com,2019-08-12 13:53:00,legit
134.112.23.2,fake_codywalker@example.com,2019-08-12 14:07:00,legit
86.221.238.210,fake_joshuagonzalez@example.org,2019-08-12 14:15:00,legit
203.171.228.233,fake_stonemonica@example.com,2019-08-12 14:55:00,legit
28.64.192.210,fake_rjordan@example.com,2019-08-12 15:20:00,legit
198.223.24.11,fake_thamilton@example.org,2019-08-12 15:34:00,legit
35.135.21.137,fake_ohernandez@example.org,2019-08-12 15:48:00,legit
91.25.144.227,fake_kendrasingleton@example.net,2019-08-12 16:16:00,legit
14.215.192.162,fake_cathynixon@example.net,2019-08-12 16:30:00,legit
170.91.238.210,fake_ibrown@example.com,2019-08-12 16:55:00,legit
55.144.167.147,fake_amy18@example.net,2019-08-12 16:57:00,legit
112.192.222.110,fake_iaustin@example.org,2019-08-12 17:03:00,fraud
74.243.127.71,fake_sharon35@example.org,2019-08-12 17:43:00,legit
80.96.78.66,fake_mlynch@example.com,2019-08-12 18:00:00,legit
211.58.87.170,fake_vanessa89@example.org,2019-08-12 18:15:00,legit
105.150.12.133,fake_whitekenneth@example.com,2019-08-12 18:38:00,legit
5.219.66.155,fake_nharper@example.net,2019-08-12 19:17:00,fraud
164.68.143.229,fake_tammycunningham@example.org,2019-08-12 20:04:00,legit
50.197.21.69,fake_claire35@example.org,2019-08-12 20:41:00,legit
81.232.57.231,fake_smartin@example.com,2019-08-12 22:16:00,legit
39.70.184.8,fake_vdunn@example.com,2019-08-12 22:20:00,legit
201.31.89.29,fake_breyes@example.com,2019-08-12 23:28:00,legit
175.182.49.223,fake_omalone@example.org,2019-08-13 00:18:00,legit
60.195.6.214,fake_alexaalvarado@example.com,2019-08-13 00:29:00,legit
46.41.252.160,fake_qpowell@example.org,2019-08-13 00:54:00,legit
16.31.244.178,fake_eric08@example.net,2019-08-13 01:18:00,legit
24.10.229.104,fake_danieldavies@example.org,2019-08-13 01:32:00,legit
131.155.202.56,fake_lisataylor@example.net,2019-08-13 01:35:00,legit
195.4.154.235,fake_reynoldsthomas@example.org,2019-08-13 02:13:00,legit
20.148.163.52,fake_oyoung@example.com,2019-08-13 02:14:00,fraud
68.108.211.166,fake_varcher@example.com,2019-08-13 02:30:00,fraud
174.55.153.17,fake_randythomas@example.org,2019-08-13 02:39:00,legit
212.78.231.255,fake_patriciamitchell@example.com,2019-08-13 02:43:00,legit
92.104.86.237,fake_ashleywilson@example.net,2019-08-13 03:19:00,legit
141.68.66.185,fake_brandtdiana@example.net,2019-08-13 03:22:00,legit
219.44.221.205,fake_tammybanks@example.net,2019-08-13 04:01:00,legit
10.215.94.109,fake_zsnyder@example.com,2019-08-13 04:03:00,legit
20.148.163.52,fake_allisonrobertson@example.org,2019-08-13 04:28:00,fraud
61.117.191.38,fake_davisanthony@example.org,2019-08-13 05:04:00,legit
35.135.21.137,fake_ebowen@example.com,2019-08-13 05:10:00,legit
195.49.68.127,fake_pughjasmine@example.net,2019-08-13 05:27:00,legit
50.197.21.69,fake_ronald38@example.net,2019-08-13 06:00:00,legit
161.25.96.133,fake_daniel79@example.com,2019-08-13 07:26:00,legit
69.174.64.205,fake_pprice@example.com,2019-08-13 07:31:00,legit
93.19.51.9,fake_randythomas@example.org,2019-08-13 07:35:00,legit
160.238.95.167,fake_tyler58@example.org,2019-08-13 08:05:00,legit
158.142.101.90,fake_velasquezjonathan@example.com,2019-08-13 08:07:00,legit
129.116.83.119,fake_qpowell@example.org,2019-08-13 08:57:00,fraud
1.67.216.105,fake_charlesdunn@example.com,2019-08-13 09:01:00,legit
152.58.247.12,fake_qsmith@example.com,2019-08-13 09:19:00,legit
200.181.96.19,fake_ibarnes@example.net,2019-08-13 09:31:00,legit
63.166.190.80,fake_chaserobert@example.com,2019-08-13 09:41:00,legit
163.34.126.75,fake_franklincarrie@example.com,2019-08-13 10:27:00,legit
203.54.230.254,fake_karenbernard@example.net,2019-08-13 11:19:00,legit
59.2.101.161,fake_tammyfox@example.com,2019-08-13 11:44:00,legit
69.126.145.232,fake_ronaldperez@example.net,2019-08-13 12:27:00,legit
160.226.182.210,fake_mariosnyder@example.org,2019-08-13 12:35:00,legit
124.199.26.246,fake_jacksonamber@example.net,2019-08-13 12:37:00,legit
59.140.191.21,fake_nathan47@example.org,2019-08-13 12:42:00,legit
145.137.242.144,fake_staceywilson@example.net,2019-08-13 13:00:00,legit
86.46.246.235,fake_wellsryan@example.com,2019-08-13 13:18:00,legit
192.91.254.160,fake_miguelcooper@example.org,2019-08-13 13:26:00,legit
147.162.167.3,fake_agomez@example.com,2019-08-13 14:14:00,legit
186.220.154.184,fake_butlersheri@example.net,2019-08-13 16:42:00,legit
170.81.164.240,fake_breyes@example.com,2019-08-13 18:09:00,legit
80.92.181.255,fake_nicole13@example.org,2019-08-13 18:36:00,legit
19.64.5.73,fake_billy22@example.com,2019-08-13 19:19:00,legit
86.221.238.210,fake_nicole13@example.org,2019-08-13 19:57:00,legit
138.156.38.109,fake_dominguezcorey@example.com,2019-08-13 20:09:00,legit
9.231.50.31,fake_leslierussell@example.org,2019-08-13 21:29:00,legit
99.238.218.219,fake_callen@example.org,2019-08-13 22:00:00,legit
50.246.191.3,fake_robinsoncarol@example.net,2019-08-13 22:12:00,legit
203.55.194.145,fake_vegakelly@example.org,2019-08-13 22:22:00,legit
36.183.187.110,fake_crawfordkimberly@example.net,2019-08-13 22:26:00,legit
121.110.225.61,fake_michellejames@example.org,2019-08-13 22:52:00,legit
13.157.73.142,fake_pamela79@example.com,2019-08-13 23:11:00,legit
7.200.59.86,fake_amy18@example.net,2019-08-13 23:54:00,legit
189.219.228.102,fake_traci14@example.net,2019-08-14 00:25:00,legit
69.174.64.205,fake_torresjacob@example.org,2019-08-14 00:38:00,legit
1.39.99.125,fake_williamsalejandro@example.com,2019-08-14 02:37:00,legit
17.147.41.145,fake_roger75@example.org,2019-08-14 03:25:00,legit
170.91.238.210,fake_vincent01@example.net,2019-08-14 03:36:00,legit
140.129.63.168,fake_qsmith@example.com,2019-08-14 03:56:00,legit
74.133.15.41,fake_olsensamantha@example.com,2019-08-14 04:03:00,legit
65.82.55.101,fake_butlersheri@example.net,2019-08-14 04:10:00,legit
200.200.157.39,fake_garciacarolyn@example.org,2019-08-14 04:17:00,legit
207.16.170.106,fake_nicole13@example.org,2019-08-14 04:17:00,legit
13.157.73.142,fake_jennifer82@example.net,2019-08-14 04:45:00,legit
118.59.100.28,fake_claire35@example.org,2019-08-14 04:51:00,legit
131.61.26.162,fake_michael14@example.com,2019-08-14 05:13:00,legit
133.158.4.252,fake_judy20@example.org,2019-08-14 06:42:00,legit
77.117.108.27,fake_julia12@example.net,2019-08-14 06:45:00,legit
142.126.42.47,fake_brooke34@example.net,2019-08-14 07:04:00,legit
131.110.149.117,fake_marcus86@example.com,2019-08-14 07:39:00,legit
32.161.168.14,fake_hortonmatthew@example.org,2019-08-14 08:32:00,legit
61.98.151.37,fake_williamrobertson@example.com,2019-08-14 08:49:00,legit
114.138.128.120,fake_megandavis@example.com,2019-08-14 08:53:00,legit
222.61.189.169,fake_flynnalexander@example.com,2019-08-14 09:07:00,fraud
31.247.196.114,fake_foxjacob@example.com,2019-08-14 09:12:00,legit
164.68.143.229,fake_larsonkatherine@example.com,2019-08-14 09:43:00,legit
80.144.39.167,fake_charlesdunn@example.com,2019-08-14 10:08:00,legit
16.20.231.240,fake_tammy61@example.org,2019-08-14 10:15:00,legit
148.55.236.214,fake_edward34@example.com,2019-08-14 10:33:00,legit
160.226.182.210,fake_campbellbrandy@example.net,2019-08-14 11:01:00,legit
220.101.56.199,fake_stuartgilbert@example.com,2019-08-14 11:36:00,legit
173.210.181.82,fake_allisonrogers@example.com,2019-08-14 11:39:00,legit
156.63.47.128,fake_villegasvincent@example.net,2019-08-14 11:50:00,legit
207.16.170.106,fake_mariosnyder@example.org,2019-08-14 12:08:00,legit
147.11.226.91,fake_jacksonamber@example.net,2019-08-14 12:21:00,fraud
34.227.99.145,fake_joanmcgee@example.org,2019-08-14 12:42:00,legit
140.129.63.168,fake_agomez@example.com,2019-08-14 12:50:00,legit
19.120.154.197,fake_johncastillo@example.org,2019-08-14 13:05:00,legit
140.129.63.168,fake_johnsonjason@example.net,2019-08-14 13:21:00,legit
86.133.170.219,fake_yoderjason@example.com,2019-08-14 13:49:00,legit
140.129.63.168,fake_uking@example.com,2019-08-14 14:25:00,legit
12.251.138.201,fake_benjaminjones@example.org,2019-08-14 17:25:00,legit
211.58.87.170,fake_elizabethking@example.net,2019-08-14 17:59:00,legit
54.180.154.224,fake_hessbenjamin@example.org,2019-08-14 18:30:00,legit
87.199.12.89,fake_davisanthony@example.org,2019-08-14 18:44:00,legit
30.218.166.91,fake_phillipsantiago@example.com,2019-08-14 19:50:00,legit
